movieId,title,year,genres,userId,rating
46,Legends of the Fall,1994,Drama|Romance|War|Western,2,5
47,"Madness of King George, The",1994,Comedy|Drama,2,3
48,Mary Shelley's Frankenstein (Frankenstein),1994,Drama|Horror|Sci-Fi,2,4
49,Outbreak,1995,Action|Drama|Sci-Fi|Thriller,2,3
50,Pulp Fiction,1994,Comedy|Crime|Drama|Thriller,2,4
51,Quiz Show,1994,Drama,2,3
52,"Secret of Roan Inish, The",1994,Children|Drama|Fantasy|Mystery,2,4
53,"Santa Clause, The",1994,Comedy|Drama|Fantasy,2,2
54,Shallow Grave,1994,Comedy|Drama|Thriller,2,1
55,While You Were Sleeping,1995,Comedy|Romance,2,3
56,Clear and Present Danger,1994,Action|Crime|Drama|Thriller,2,4
57,"Client, The",1994,Drama|Mystery|Thriller,2,4
58,Forrest Gump,1994,Comedy|Drama|Romance|War,2,3
59,Four Weddings and a Funeral,1994,Comedy|Romance,2,3
60,"Lion King, The",1994,Adventure|Animation|Children|Drama|Musical|IMAX,2,3
61,"Mask, The",1994,Action|Comedy|Crime|Fantasy,2,3
62,Naked Gun 33 1/3: The Final Insult,1994,Action|Comedy,2,2
63,"Paper, The",1994,Comedy|Drama,2,3
64,Reality Bites,1994,Comedy|Drama|Romance,2,3
65,Speed,1994,Action|Romance|Thriller,2,3
66,Wolf,1994,Drama|Horror|Romance|Thriller,2,3
67,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),1994,Action|Fantasy,2,2
68,Addams Family Values,1993,Children|Comedy|Fantasy,2,3
69,"Firm, The",1993,Drama|Thriller,2,4
70,"Fugitive, The",1993,Thriller,2,3
71,"Englishman Who Went Up a Hill But Came Down a Mountain, The",1995,Comedy|Romance,2,4
72,In the Line of Fire,1993,Action|Thriller,2,2
73,Jurassic Park,1993,Action|Adventure|Sci-Fi|Thriller,2,4
74,Last Action Hero,1993,Action|Adventure|Comedy|Fantasy,2,3
75,Much Ado About Nothing,1993,Comedy|Romance,2,3
76,Mrs. Doubtfire,1993,Comedy|Drama,2,4
77,Philadelphia,1993,Drama,2,4
78,"Piano, The",1993,Drama|Romance,2,4
79,"Remains of the Day, The",1993,Drama|Romance,2,4
80,Schindler's List,1993,Drama|War,2,4
81,Sirens,1994,Drama,2,4
82,Sleepless in Seattle,1993,Comedy|Drama|Romance,2,3
83,Threesome,1994,Comedy|Romance,2,3
84,"Nightmare Before Christmas, The",1993,Animation|Children|Fantasy|Musical,2,5
85,"Three Musketeers, The",1993,Action|Adventure|Comedy|Romance,2,3
86,"Brady Bunch Movie, The",1995,Comedy,2,5
87,Home Alone,1990,Children|Comedy,2,3
88,Ghost,1990,Comedy|Drama|Fantasy|Romance|Thriller,2,3
89,Aladdin,1992,Adventure|Animation|Children|Comedy|Musical,2,3
90,Terminator 2: Judgment Day,1991,Action|Sci-Fi,2,5
91,Dances with Wolves,1990,Adventure|Drama|Western,2,5
92,Batman,1989,Action|Crime|Thriller,2,5
93,"Silence of the Lambs, The",1991,Crime|Horror|Thriller,2,3
94,"Aristocats, The",1970,Animation|Children,2,3
95,James and the Giant Peach,1996,Adventure|Animation|Children|Fantasy|Musical,2,4
96,Wallace & Gromit: The Best of Aardman Animation,1996,Adventure|Animation|Comedy,2,4
97,"Indian in the Cupboard, The",1995,Adventure|Children|Fantasy,3,3
28,Braveheart,1995,Action|Drama|War,3,4
98,Heavenly Creatures,1994,Crime|Drama,3,3.5
99,Major Payne,1995,Comedy,3,3
50,Pulp Fiction,1994,Comedy|Crime|Drama|Thriller,3,4.5
100,"Shawshank Redemption, The",1994,Crime|Drama,3,5
101,"Flintstones, The",1994,Children|Comedy|Fantasy,3,2.5
58,Forrest Gump,1994,Comedy|Drama|Romance|War,3,5
65,Speed,1994,Action|Romance|Thriller,3,2.5
80,Schindler's List,1993,Drama|War,3,3
89,Aladdin,1992,Adventure|Animation|Children|Comedy|Musical,3,3
92,Batman,1989,Action|Crime|Thriller,3,3
93,"Silence of the Lambs, The",1991,Crime|Horror|Thriller,3,3
102,Beauty and the Beast,1991,Animation|Children|Fantasy|Musical|Romance|IMAX,3,2
103,Twister,1996,Action|Adventure|Romance|Thriller,3,3.5
104,Trainspotting,1996,Comedy|Crime|Drama,3,4
105,Bound,1996,Crime|Drama|Romance|Thriller,3,3
106,"Princess Bride, The",1987,Action|Adventure|Comedy|Fantasy|Romance,3,5
107,Star Wars: Episode VI - Return of the Jedi,1983,Action|Adventure|Sci-Fi,3,3
108,Harold and Maude,1971,Comedy|Drama|Romance,3,4
109,Fried Green Tomatoes,1991,Comedy|Crime|Drama,3,3
110,Young Guns,1988,Action|Comedy|Western,3,4
111,Men in Black (a.k.a. MIB),1997,Action|Comedy|Sci-Fi,3,3.5
112,Titanic,1997,Drama|Romance,3,4.5
113,Fear and Loathing in Las Vegas,1998,Adventure|Comedy|Drama,3,4
114,Saving Private Ryan,1998,Action|Drama|War,3,4
115,Happiness,1998,Comedy|Drama,3,4
116,Pet Sematary,1989,Horror,3,3
117,Big Daddy,1999,Comedy,3,3
118,Summer of Sam,1999,Drama,3,3.5
119,Ghostbusters (a.k.a. Ghost Busters),1984,Action|Comedy|Sci-Fi,3,3
120,"Sixth Sense, The",1999,Drama|Horror|Mystery,3,3.5
121,Stir of Echoes,1999,Horror|Mystery|Thriller,3,4
122,American Beauty,1999,Drama|Romance,3,4
123,Fight Club,1999,Action|Crime|Drama|Thriller,3,5
124,Encino Man,1992,Comedy,3,3
125,Frequency,2000,Drama|Thriller,3,4
126,Requiem for a Dream,2000,Drama,3,5
127,Spider-Man,2002,Action|Adventure|Sci-Fi|Thriller,3,3
128,Bowling for Columbine,2002,Documentary,3,3.5
129,Finding Nemo,2003,Adventure|Animation|Children|Comedy,3,3
130,"Lord of the Rings: The Return of the King, The",2003,Action|Adventure|Drama|Fantasy,3,2.5
131,Eternal Sunshine of the Spotless Mind,2004,Drama|Romance|Sci-Fi,3,3
132,Fahrenheit 9/11,2004,Documentary,3,3.5
133,Spider-Man 2,2004,Action|Adventure|Sci-Fi|IMAX,3,3
134,Daria: Is It Fall Yet?,2000,Animation|Comedy,3,3.5
135,V for Vendetta,2006,Action|Sci-Fi|Thriller|IMAX,3,3.5
136,Flags of Our Fathers,2006,Drama|War,3,4.5
137,Letters from Iwo Jima,2006,Drama|War,3,4.5
138,"Dark Knight, The",2008,Action|Crime|Drama|IMAX,3,3
139,"White Stripes Under Great White Northern Lights, The",2009,Documentary,3,4
21,GoldenEye,1995,Action|Adventure|Thriller,4,4
140,Babe,1995,Children|Drama,4,5
141,Rumble in the Bronx (Hont faan kui),1995,Action|Adventure|Comedy|Crime,4,5
142,"Birdcage, The",1996,Comedy,4,5
31,Batman Forever,1995,Action|Adventure|Comedy|Crime,4,4
143,Judge Dredd,1995,Action|Crime|Sci-Fi,4,3
35,"Net, The",1995,Action|Crime|Thriller,4,3
144,Star Wars: Episode IV - A New Hope,1977,Action|Adventure|Sci-Fi,4,5
145,Only You,1994,Comedy|Romance,4,4
50,Pulp Fiction,1994,Comedy|Crime|Drama|Thriller,4,5
146,Star Trek: Generations,1994,Adventure|Drama|Sci-Fi,4,3
56,Clear and Present Danger,1994,Action|Crime|Drama|Thriller,4,5
58,Forrest Gump,1994,Comedy|Drama|Romance|War,4,5
59,Four Weddings and a Funeral,1994,Comedy|Romance,4,5
60,"Lion King, The",1994,Adventure|Animation|Children|Drama|Musical|IMAX,4,5
61,"Mask, The",1994,Action|Comedy|Crime|Fantasy,4,4
147,True Lies,1994,Action|Adventure|Comedy|Romance|Thriller,4,3
68,Addams Family Values,1993,Children|Comedy|Fantasy,4,3
148,Carlito's Way,1993,Crime|Drama,4,3
149,Cliffhanger,1993,Action|Adventure|Thriller,4,4
150,Coneheads,1993,Comedy|Sci-Fi,4,1
151,Dave,1993,Comedy|Romance,4,4
152,Demolition Man,1993,Action|Adventure|Sci-Fi,4,4
153,Hard Target,1993,Action|Adventure|Crime|Thriller,4,4
73,Jurassic Park,1993,Action|Adventure|Sci-Fi|Thriller,4,5
154,Blade Runner,1982,Action|Sci-Fi|Thriller,4,5
89,Aladdin,1992,Adventure|Animation|Children|Comedy|Musical,4,5
90,Terminator 2: Judgment Day,1991,Action|Sci-Fi,4,5
91,Dances with Wolves,1990,Adventure|Drama|Western,4,3
155,Snow White and the Seven Dwarfs,1937,Animation|Children|Drama|Fantasy|Musical,4,5
156,Pinocchio,1940,Animation|Children|Fantasy|Musical,4,5
157,Heavy Metal,1981,Action|Adventure|Animation|Horror|Sci-Fi,4,4
94,"Aristocats, The",1970,Animation|Children,4,5
158,"Godfather, The",1972,Crime|Drama,4,5
159,Vertigo,1958,Drama|Mystery|Romance|Thriller,4,5
160,Some Like It Hot,1959,Comedy|Crime,4,4
161,"Maltese Falcon, The",1941,Film-Noir|Mystery,4,5
162,"Wizard of Oz, The",1939,Adventure|Children|Fantasy|Musical,4,5
163,Herbie Rides Again,1974,Children|Comedy|Fantasy|Romance,4,4
164,"Shaggy Dog, The",1959,Children|Comedy,4,4
165,Cinderella,1950,Animation|Children|Fantasy|Musical|Romance,4,5
166,Mary Poppins,1964,Children|Comedy|Fantasy|Musical,4,5
167,Pete's Dragon,1977,Adventure|Animation|Children|Musical,4,5
168,Bedknobs and Broomsticks,1971,Adventure|Children|Musical,4,5
169,Alice in Wonderland,1951,Adventure|Animation|Children|Fantasy|Musical,4,5
170,"Fox and the Hound, The",1981,Animation|Children|Drama,4,5
171,Die Hard,1988,Action|Crime|Thriller,4,5
172,Willy Wonka & the Chocolate Factory,1971,Children|Comedy|Fantasy|Musical,4,5
173,"Fish Called Wanda, A",1988,Comedy|Crime,4,5
174,Reservoir Dogs,1992,Crime|Mystery|Thriller,4,5
175,E.T. the Extra-Terrestrial,1982,Children|Drama|Sci-Fi,4,5
176,"Return of the Pink Panther, The",1975,Comedy|Crime,4,5
177,"Abyss, The",1989,Action|Adventure|Sci-Fi|Thriller,4,5
178,Monty Python and the Holy Grail,1975,Adventure|Comedy|Fantasy,4,5
179,Cheech and Chong's Up in Smoke,1978,Comedy,4,5
180,Star Wars: Episode V - The Empire Strikes Back,1980,Action|Adventure|Sci-Fi,4,5
106,"Princess Bride, The",1987,Action|Adventure|Comedy|Fantasy|Romance,4,5
181,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),1981,Action|Adventure,4,5
182,Aliens,1986,Action|Adventure|Horror|Sci-Fi,4,5
183,"Clockwork Orange, A",1971,Crime|Drama|Sci-Fi|Thriller,4,5
184,Apocalypse Now,1979,Action|Drama|War,4,5
107,Star Wars: Episode VI - Return of the Jedi,1983,Action|Adventure|Sci-Fi,4,5
185,Goodfellas,1990,Crime|Drama,4,5
186,Alien,1979,Horror|Sci-Fi,4,5
187,Psycho,1960,Crime|Horror,4,5
188,"Blues Brothers, The",1980,Action|Comedy|Musical,4,5
189,Full Metal Jacket,1987,Drama|War,4,5
190,Amadeus,1984,Drama,4,5
191,Annie Hall,1977,Comedy|Romance,4,5
192,"Terminator, The",1984,Action|Sci-Fi|Thriller,4,5
193,Rosencrantz and Guildenstern Are Dead,1990,Comedy|Drama,4,5
194,Better Off Dead...,1985,Comedy|Romance,4,5
195,"Shining, The",1980,Horror,4,5
196,Stand by Me,1986,Adventure|Drama,4,4
197,Groundhog Day,1993,Comedy|Fantasy|Romance,4,5
198,Back to the Future,1985,Adventure|Comedy|Sci-Fi,4,5
199,Young Frankenstein,1974,Comedy|Fantasy,4,5
200,Fantasia,1940,Animation|Children|Fantasy|Musical,4,5
201,Heathers,1989,Comedy,4,4
202,This Is Spinal Tap,1984,Comedy,4,5
203,Indiana Jones and the Last Crusade,1989,Action|Adventure,4,5
204,Pink Floyd: The Wall,1982,Drama|Musical,4,4
205,When Harry Met Sally...,1989,Comedy|Romance,4,4
206,"Believers, The",1987,Horror|Thriller,4,4
207,"Blob, The",1958,Horror|Sci-Fi,4,5
208,Cape Fear,1962,Crime|Drama|Thriller,4,5
209,Star Trek: First Contact,1996,Action|Adventure|Sci-Fi|Thriller,4,4
11,Star Trek: The Motion Picture,1979,Adventure|Sci-Fi,4,4
210,Star Trek VI: The Undiscovered Country,1991,Action|Mystery|Sci-Fi,4,3
211,Star Trek II: The Wrath of Khan,1982,Action|Adventure|Sci-Fi|Thriller,4,4
212,Star Trek IV: The Voyage Home,1986,Adventure|Comedy|Sci-Fi,4,3
213,Batman Returns,1992,Action|Crime,4,3
214,Grease,1978,Comedy|Musical|Romance,4,5
215,Jaws,1975,Action|Horror,4,5
216,Jaws 2,1978,Horror|Thriller,4,4
217,Sneakers,1992,Action|Comedy|Crime|Drama|Sci-Fi,4,5
218,"Lost World: Jurassic Park, The",1997,Action|Adventure|Sci-Fi|Thriller,4,3
111,Men in Black (a.k.a. MIB),1997,Action|Comedy|Sci-Fi,4,5
219,Stripes,1981,Comedy|War,4,4
220,Witness,1985,Drama|Romance|Thriller,4,5
221,Wild Things,1998,Crime|Drama|Mystery|Thriller,4,1
222,Mr. Nice Guy (Yat goh ho yan),1997,Action|Comedy,4,5
223,Armageddon,1998,Action|Romance|Sci-Fi|Thriller,4,4
224,Lethal Weapon 4,1998,Action|Comedy|Crime|Thriller,4,2
13,"French Connection, The",1971,Action|Crime|Thriller,4,5
225,Rocky,1976,Drama,4,5
226,Rain Man,1988,Drama,4,5
227,Labyrinth,1986,Adventure|Fantasy|Musical,4,3
228,"Breakfast Club, The",1985,Comedy|Drama,4,5
229,Poltergeist,1982,Horror|Thriller,4,5
230,Lethal Weapon,1987,Action|Comedy|Crime|Drama,4,5
231,Lethal Weapon 3,1992,Action|Comedy|Crime|Drama,4,3
232,Gremlins,1984,Comedy|Horror,4,2
233,"Goonies, The",1985,Action|Adventure|Children|Comedy|Fantasy,4,5
234,Freaky Friday,1977,Children|Comedy|Fantasy,4,4
235,Bambi,1942,Animation|Children|Drama,4,5
236,Dangerous Liaisons,1988,Drama|Romance,4,4
237,Dune,1984,Adventure|Sci-Fi,4,4
238,"Black Cauldron, The",1985,Adventure|Animation|Children|Fantasy,4,4
239,"Black Hole, The",1979,Children|Sci-Fi,4,4
240,Flight of the Navigator,1986,Adventure|Children|Sci-Fi,4,5
241,"Honey, I Shrunk the Kids",1989,Adventure|Children|Comedy|Fantasy|Sci-Fi,4,3
242,Roger & Me,1989,Documentary,4,5
243,"Jungle Book, The",1967,Animation|Children|Comedy|Musical,4,5
244,Lady and the Tramp,1955,Animation|Children|Comedy|Romance,4,5
245,"Little Mermaid, The",1989,Animation|Children|Comedy|Musical|Romance,4,4
246,101 Dalmatians (One Hundred and One Dalmatians),1961,Adventure|Animation|Children,4,5
247,One Magic Christmas,1985,Drama|Fantasy,4,5
248,Peter Pan,1953,Animation|Children|Fantasy|Musical,4,5
249,Return from Witch Mountain,1978,Children|Sci-Fi,4,5
250,"Rocketeer, The",1991,Action|Adventure|Sci-Fi,4,4
251,Sleeping Beauty,1959,Animation|Children|Musical,4,5
252,Splash,1984,Comedy|Fantasy|Romance,4,5
253,Steamboat Willie,1928,Animation|Children|Comedy|Musical,4,5
14,Tron,1982,Action|Adventure|Sci-Fi,4,4
254,"Jerk, The",1979,Comedy,4,5
255,Dead Men Don't Wear Plaid,1982,Comedy|Crime|Thriller,4,3
256,"Outsiders, The",1983,Drama,4,5
257,Indiana Jones and the Temple of Doom,1984,Action|Adventure|Fantasy,4,5
258,"Addams Family, The",1991,Children|Comedy|Fantasy,4,4
259,"Dark Crystal, The",1982,Adventure|Fantasy,4,5
260,"American Tail, An",1986,Adventure|Animation|Children|Comedy,4,4
261,Legend,1985,Adventure|Fantasy|Romance,4,4
262,Sixteen Candles,1984,Comedy|Romance,4,5
263,"NeverEnding Story, The",1984,Adventure|Children|Fantasy,4,5
264,Beetlejuice,1988,Comedy|Fantasy,4,5
16,Willow,1988,Action|Adventure|Fantasy,4,3
265,"Untouchables, The",1987,Action|Crime|Drama,4,5
266,Say Anything...,1989,Comedy|Drama|Romance,4,4
267,"Seventh Sign, The",1988,Drama|Fantasy|Thriller,4,3
268,"Few Good Men, A",1992,Crime|Drama|Thriller,4,5
269,"Player, The",1992,Comedy|Crime|Drama,4,5
270,Sid and Nancy,1986,Drama,4,4
271,Fletch,1985,Comedy|Crime|Mystery,4,4
272,First Blood (Rambo: First Blood),1982,Action|Adventure|Drama|Thriller,4,4
273,Romancing the Stone,1984,Action|Adventure|Comedy|Romance,4,5
274,Rocky II,1979,Action|Drama,4,4
275,"Fly, The",1958,Horror|Mystery|Sci-Fi,4,5
276,"Name of the Rose, The (Name der Rose, Der)",1986,Crime|Drama|Mystery|Thriller,4,5
277,Dead Ringers,1988,Drama|Horror|Thriller,4,4
278,Dick Tracy,1990,Action|Crime,4,1
279,Star Wars: Episode I - The Phantom Menace,1999,Action|Adventure|Sci-Fi,4,5
280,Superman,1978,Action|Adventure|Sci-Fi,4,5
281,It Came from Hollywood,1982,Comedy|Documentary,4,3
282,Austin Powers: The Spy Who Shagged Me,1999,Action|Adventure|Comedy,4,4
283,Arachnophobia,1990,Comedy|Horror,4,4
119,Ghostbusters (a.k.a. Ghost Busters),1984,Action|Comedy|Sci-Fi,4,5
284,Mystery Men,1999,Action|Comedy|Fantasy,4,5
285,"Mosquito Coast, The",1986,Adventure|Drama|Thriller,4,4
286,Bowfinger,1999,Comedy,4,1
287,Monty Python's And Now for Something Completely Different,1971,Comedy,4,5
288,Airplane!,1980,Comedy,4,5
289,National Lampoon's Vacation,1983,Comedy,4,4
290,Big,1988,Comedy|Drama|Fantasy|Romance,4,5
291,"Christmas Story, A",1983,Children|Comedy,4,5
292,Medicine Man,1992,Adventure|Romance,4,3
293,Fright Night,1985,Comedy|Horror|Thriller,4,3
294,Excalibur,1981,Adventure|Fantasy,4,5
295,Tommy,1975,Musical,4,5
296,Psycho II,1983,Horror|Mystery|Thriller,4,2
297,Psycho III,1986,Horror|Thriller,4,1
298,Total Recall,1990,Action|Adventure|Sci-Fi|Thriller,4,4
299,Ferris Bueller's Day Off,1986,Comedy,4,5
19,Time Bandits,1981,Adventure|Comedy|Fantasy|Sci-Fi,4,5
300,RoboCop 2,1990,Action|Crime|Sci-Fi|Thriller,4,3
301,Who Framed Roger Rabbit?,1988,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,4,5
302,Live and Let Die,1973,Action|Adventure|Thriller,4,5
303,Creepshow,1982,Horror,4,3
304,Robin Hood,1973,Adventure|Animation|Children|Comedy|Musical,4,5
305,Trading Places,1983,Comedy,4,4
306,Meatballs,1979,Comedy,4,5
307,"Commitments, The",1991,Comedy|Drama|Musical,4,5
308,Stand and Deliver,1988,Comedy|Drama,4,4
309,Fatal Attraction,1987,Drama|Thriller,4,4
310,Midnight Run,1988,Action|Comedy|Crime|Thriller,4,4
311,"Fisher King, The",1991,Comedy|Drama|Fantasy|Romance,4,5
312,The Falcon and the Snowman,1985,Crime|Drama|Thriller,4,4
313,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1),1993,Action|Comedy,4,2
314,Fast Times at Ridgemont High,1982,Comedy|Drama|Romance,4,4
315,Agnes of God,1985,Drama|Mystery,4,5
316,"League of Their Own, A",1992,Comedy|Drama,4,4
317,White Men Can't Jump,1992,Comedy|Drama,4,3
318,Hard-Boiled (Lat sau san taam),1992,Action|Crime|Drama|Thriller,4,5
319,Transformers: The Movie,1986,Adventure|Animation|Children|Sci-Fi,4,2
320,Grumpier Old Men,1995,Comedy|Romance,5,4
23,Clueless,1995,Comedy|Romance,5,4
321,Happy Gilmore,1996,Comedy,5,4
142,"Birdcage, The",1996,Comedy,5,4
30,Apollo 13,1995,Adventure|Drama|IMAX,5,4
322,Dumb & Dumber (Dumb and Dumber),1994,Adventure|Comedy,5,3.5
323,Miracle on 34th Street,1994,Drama,5,4.5
324,Ace Ventura: Pet Detective,1994,Comedy,5,3.5
58,Forrest Gump,1994,Comedy|Drama|Romance|War,5,4
60,"Lion King, The",1994,Adventure|Animation|Children|Drama|Musical|IMAX,5,4
61,"Mask, The",1994,Action|Comedy|Crime|Fantasy,5,4
65,Speed,1994,Action|Romance|Thriller,5,4
151,Dave,1993,Comedy|Romance,5,4
76,Mrs. Doubtfire,1993,Comedy|Drama,5,4.5
87,Home Alone,1990,Children|Comedy,5,4
89,Aladdin,1992,Adventure|Animation|Children|Comedy|Musical,5,3.5
102,Beauty and the Beast,1991,Animation|Children|Fantasy|Musical|Romance|IMAX,5,4
325,Pretty Woman,1990,Comedy|Romance,5,5
326,"Nutty Professor, The",1996,Comedy|Fantasy|Romance|Sci-Fi,5,3.5
158,"Godfather, The",1972,Crime|Drama,5,2.5
159,Vertigo,1958,Drama|Mystery|Romance|Thriller,5,3.5
162,"Wizard of Oz, The",1939,Adventure|Children|Fantasy|Musical,5,4
165,Cinderella,1950,Animation|Children|Fantasy|Musical|Romance,5,4
327,"Sound of Music, The",1965,Musical|Romance,5,5
328,One Flew Over the Cuckoo's Nest,1975,Drama,5,3
329,"Godfather: Part II, The",1974,Crime|Drama,5,2.5
330,"Graduate, The",1967,Comedy|Drama|Romance,5,4
205,When Harry Met Sally...,1989,Comedy|Romance,5,4
214,Grease,1978,Comedy|Musical|Romance,5,5
331,Jerry Maguire,1996,Drama|Romance,5,3.5
332,Liar Liar,1997,Comedy,5,4.5
218,"Lost World: Jurassic Park, The",1997,Action|Adventure|Sci-Fi|Thriller,5,3.5
333,"Truman Show, The",1998,Comedy|Drama|Sci-Fi,5,4
112,Titanic,1997,Drama|Romance,5,4
334,"Wedding Singer, The",1998,Comedy|Romance,5,4
335,As Good as It Gets,1997,Comedy|Drama|Romance,5,4.5
336,There's Something About Mary,1998,Comedy|Romance,5,4.5
226,Rain Man,1988,Drama,5,4
228,"Breakfast Club, The",1985,Comedy|Drama,5,4
337,"Exorcist, The",1973,Horror|Mystery,5,3.5
338,"Godfather: Part III, The",1990,Crime|Drama|Mystery|Thriller,5,1.5
245,"Little Mermaid, The",1989,Animation|Children|Comedy|Musical|Romance,5,5
339,Rush Hour,1998,Action|Comedy|Crime|Thriller,5,4
17,Antz,1998,Adventure|Animation|Children|Comedy|Fantasy,5,4
340,"Bug's Life, A",1998,Adventure|Animation|Children|Comedy,5,3.5
341,You've Got Mail,1998,Comedy|Romance,5,4
342,Office Space,1999,Comedy|Crime,5,3.5
282,Austin Powers: The Spy Who Shagged Me,1999,Action|Adventure|Comedy,5,4
117,Big Daddy,1999,Comedy,5,4.5
343,American Pie,1999,Comedy|Romance,5,4
120,"Sixth Sense, The",1999,Drama|Horror|Mystery,5,3.5
286,Bowfinger,1999,Comedy,5,3.5
299,Ferris Bueller's Day Off,1986,Comedy,5,3.5
344,Being John Malkovich,1999,Comedy|Drama|Fantasy,5,3.5
345,Toy Story 2,1999,Adventure|Animation|Children|Comedy|Fantasy,5,3.5
346,"Talented Mr. Ripley, The",1999,Drama|Mystery|Thriller,5,3.5
347,Erin Brockovich,2000,Drama,5,4
348,"Patriot, The",2000,Action|Drama|War,5,3.5
349,Almost Famous,2000,Drama,5,4.5
350,Meet the Parents,2000,Comedy,5,3.5
351,Chocolat,2000,Drama|Romance,5,4
352,What Women Want,2000,Comedy|Romance,5,4
353,Cast Away,2000,Drama,5,3.5
354,Miss Congeniality,2000,Comedy|Crime,5,4.5
355,Shrek,2001,Adventure|Animation|Children|Comedy|Fantasy|Romance,5,3.5
356,Moulin Rouge,2001,Drama|Musical|Romance,5,3.5
357,Legally Blonde,2001,Comedy|Romance,5,4.5
358,American Pie 2,2001,Comedy,5,3.5
359,Ocean's Eleven,2001,Crime|Thriller,5,3
360,"Beautiful Mind, A",2001,Drama|Romance,5,4.5
361,Panic Room,2002,Thriller,5,3.5
362,My Big Fat Greek Wedding,2002,Comedy|Romance,5,4.5
127,Spider-Man,2002,Action|Adventure|Sci-Fi|Thriller,5,4.5
363,Road to Perdition,2002,Crime|Drama,5,4
128,Bowling for Columbine,2002,Documentary,5,3.5
364,"Ring, The",2002,Horror|Mystery|Thriller,5,4.5
365,Harry Potter and the Chamber of Secrets,2002,Adventure|Fantasy,5,3
366,"Pianist, The",2002,Drama|War,5,4
367,Bend It Like Beckham,2002,Comedy|Drama|Romance,5,3.5
368,Bruce Almighty,2003,Comedy|Drama|Fantasy|Romance,5,4
129,Finding Nemo,2003,Adventure|Animation|Children|Comedy,5,4
369,28 Days Later,2002,Action|Horror|Sci-Fi,5,4
370,Lost in Translation,2003,Comedy|Drama|Romance,5,2.5
371,Love Actually,2003,Comedy|Drama|Romance,5,4
372,Napoleon Dynamite,2004,Comedy,5,4
373,Super Size Me,2004,Comedy|Documentary|Drama,5,4
132,Fahrenheit 9/11,2004,Documentary,5,3.5
133,Spider-Man 2,2004,Action|Adventure|Sci-Fi|IMAX,5,4.5
374,"I, Robot",2004,Action|Adventure|Sci-Fi|Thriller,5,4
375,Million Dollar Baby,2004,Drama,5,4.5
376,Hotel Rwanda,2004,Drama|War,5,4.5
377,Charlie and the Chocolate Factory,2005,Adventure|Children|Comedy|Fantasy|IMAX,5,3.5
378,Crash,2004,Crime|Drama,5,5
